Provider Number;Hospital Name;City;State;County Name;DeathRatesHeartAttack;DeathRatesHeartFailure;DeathRatesPneumonia
41330;PIGGOTT COMMUNITY HOSPITAL;PIGGOTT;AR;CLAY;;11,6;11,3
41331;OZARKS COMMUNITY HOSPITAL OF GRAVETTE;GRAVETTE;AR;BENTON;;;12
43300;ARKANSAS CHILDREN'S HOSPITAL;LITTLE ROCK;AR;PULASKI;;;
50002;ST ROSE HOSPITAL;HAYWARD;CA;ALAMEDA;15,3;10,6;10,3
50006;ST JOSEPH HOSPITAL;EUREKA;CA;HUMBOLDT;18,6;14,4;11,9
50007;PENINSULA MEDICAL CENTER;BURLINGAME;CA;SAN MATEO;16;11,8;10,4
50008;CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP;SAN FRANCISCO;CA;SAN FRANCISCO;;11,9;10,8
50009;QUEEN OF THE VALLEY MEDICAL CENTER;NAPA;CA;NAPA;16,1;11,9;11,1
50013;ST HELENA HOSPITAL;SAINT HELENA;CA;NAPA;16,6;11,2;9,3
50014;SUTTER AMADOR HOSPITAL;JACKSON;CA;AMADOR;16;15,8;12,7
50016;ARROYO GRANDE COMMUNITY HOSPITAL;ARROYO GRANDE;CA;SAN LUIS OBISPO;17,2;11,8;11,6
50017;MERCY GENERAL HOSPITAL;SACRAMENTO;CA;SACRAMENTO;15,2;10,8;13,4
50018;PACIFIC ALLIANCE MEDICAL CENTER;LOS ANGELES;CA;LOS ANGELES;13,5;10,2;9,8
50022;RIVERSIDE COMMUNITY HOSPITAL;RIVERSIDE;CA;RIVERSIDE;13,9;10,6;11,9
50024;PARADISE VALLEY HOSPITAL;NATIONAL CITY;CA;SAN DIEGO;14,7;8,3;8,7
50025;UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER;SAN DIEGO;CA;SAN DIEGO;12,5;9,9;9,2
50026;GROSSMONT HOSPITAL;LA MESA;CA;SAN DIEGO;18,2;15,1;13
50028;MAD RIVER COMMUNITY HOSPITAL;ARCATA;CA;HUMBOLDT;;13;15,5
50030;OROVILLE HOSPITAL;OROVILLE;CA;BUTTE;14,7;9,5;8,3
50036;BAKERSFIELD MEMORIAL HOSPITAL;BAKERSFIELD;CA;KERN;18,7;10,9;12,3
50038;SANTA CLARA VALLEY MEDICAL CENTER;SAN JOSE;CA;SANTA CLARA;16;10,7;13,3
50039;ENLOE MEDICAL CENTER;CHICO;CA;BUTTE;14,9;11,5;10,4
50040;LAC/OLIVE VIEW-UCLA MEDICAL CENTER;SYLMAR;CA;LOS ANGELES;;10,8;12
50042;ST ELIZABETH COMMUNITY HOSPITAL;RED BLUFF;CA;TEHAMA;16,9;12,3;11,8
50043;ALTA BATES SUMMIT MEDICAL CENTER;OAKLAND;CA;ALAMEDA;12,4;9,7;10,9
50045;EL CENTRO REGIONAL MEDICAL CENTER;EL CENTRO;CA;IMPERIAL;17,3;13,1;13,5
50046;OJAI VALLEY COMMUNITY HOSPITAL;OJAI;CA;VENTURA;;;10,8
50047;CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP;SAN FRANCISCO;CA;SAN FRANCISCO;14,4;10,3;9,8
50054;SAN GORGONIO MEMORIAL HOSPITAL;BANNING;CA;RIVERSIDE;15,8;12,9;16,9
50055;CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS;SAN FRANCISCO;CA;SAN FRANCISCO;16,2;9,5;12,1
50056;ANTELOPE VALLEY HOSPITAL MED CENTER;LANCASTER;CA;LOS ANGELES;14,4;10,5;18,1
50057;KAWEAH DELTA MEDICAL CENTER;VISALIA;CA;TULARE;17,5;10,8;13,9
50058;GLENDALE MEM HOSPITAL & HLTH CENTER;GLENDALE;CA;LOS ANGELES;12,9;7,3;10,9
50060;COMMUNITY REGIONAL MEDICAL CENTER;FRESNO;CA;FRESNO;16;11,1;13,9
50063;HOLLYWOOD PRESBYTERIAN MEDICAL CENTER;LOS ANGELES;CA;LOS ANGELES;15,8;9,5;10
50067;OAK VALLEY DISTRICT HOSPITAL;OAKDALE;CA;STANISLAUS;14,5;12,1;15
50069;ST JOSEPH HOSPITAL;ORANGE;CA;ORANGE;15,6;11,8;14,5
50070;KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO;SOUTH SAN FRANCISCO;CA;SAN MATEO;;;
50071;KAISER FOUNDATION HOSPITAL-SANTA CLARA;SANTA CLARA;CA;SANTA CLARA;;12,1;
50072;KAISER FOUNDATION HOSPITAL - WALNUT CREEK;WALNUT CREEK;CA;CONTRA COSTA;;;
50073;KAISER FOUNDATION HOSPITAL AND REHAB CENTER;VALLEJO;CA;SOLANO;;;13,9
50075;KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND;OAKLAND;CA;ALAMEDA;;12,2;
50076;KAISER FOUNDATION HOSPITAL - SAN FRANCISCO;SAN FRANCISCO;CA;SAN FRANCISCO;;;
50077;SCRIPPS MERCY HOSPITAL;SAN DIEGO;CA;SAN DIEGO;14,2;9,5;10,7
50078;PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO;SAN PEDRO;CA;LOS ANGELES;16,4;13;12,3
50079;DOCTORS MEDICAL CENTER-SAN PABLO;SAN PABLO;CA;CONTRA COSTA;14,2;8,2;12,9
50082;ST JOHNS REGIONAL MEDICAL CENTER;OXNARD;CA;VENTURA;13,6;9,2;13,6
50084;ST JOSEPHS MED CENTER OF STOCKTON;STOCKTON;CA;SAN JOAQUIN;16,7;13;16,7
50089;COMMUNITY HOSPITAL OF SAN BERNARDINO;SAN BERNARDINO;CA;SAN BERNARDINO;14,9;10,3;10,5
50090;SONOMA VALLEY HOSPITAL;SONOMA;CA;SONOMA;15,5;9,4;10,8
50091;COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK;HUNTINGTON PARK;CA;LOS ANGELES;;9,6;11,4
50093;SAINT AGNES MEDICAL CENTER;FRESNO;CA;FRESNO;13,7;12,6;14,4
50096;DOCTORS HOSPITAL OF WEST COVINA, INC;WEST COVINA;CA;LOS ANGELES;;;
50099;SAN ANTONIO COMMUNITY HOSPITAL;UPLAND;CA;SAN BERNARDINO;17,2;10,4;11,1
50100;SHARP MEMORIAL HOSPITAL;SAN DIEGO;CA;SAN DIEGO;13,8;12,4;12,9
50101;SUTTER SOLANO MEDICAL CENTER;VALLEJO;CA;SOLANO;15,8;11,2;12,6
50102;PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER;RIVERSIDE;CA;RIVERSIDE;16,9;11;12,2
50103;WHITE MEMORIAL MEDICAL CENTER;LOS ANGELES;CA;LOS ANGELES;13,9;8,7;9,3
50104;SAINT FRANCIS MEDICAL CENTER;LYNWOOD;CA;LOS ANGELES;13,6;8,6;9,9
50107;MARIAN REGIONAL MEDICAL CENTER;SANTA MARIA;CA;SANTA BARBARA;18,4;13,9;13,4
50108;SUTTER GENERAL HOSPITAL;SACRAMENTO;CA;SACRAMENTO;14,9;10,4;10,4
50110;LOMPOC VALLEY MEDICAL CENTER;LOMPOC;CA;SANTA BARBARA;15,9;12,6;17
50111;TEMPLE COMMUNITY HOSPITAL;LOS ANGELES;CA;LOS ANGELES;15,8;10;11,7
50112;SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL;SANTA MONICA;CA;LOS ANGELES;13,9;9;9,7
50113;SAN MATEO MEDICAL CENTER;SAN MATEO;CA;SAN MATEO;;;13,6
50115;PALOMAR MEDICAL CENTER;ESCONDIDO;CA;SAN DIEGO;15,3;11,5;13,2
50116;NORTHRIDGE HOSPITAL MEDICAL CENTER;NORTHRIDGE;CA;LOS ANGELES;14,3;9,7;9,2
50118;DOCTORS HOSPITAL OF MANTECA;MANTECA;CA;SAN JOAQUIN;15,7;13;9,8
50121;ADVENTIST MEDICAL CENTER;HANFORD;CA;KINGS;18,2;12,3;12,3
50122;DAMERON HOSPITAL;STOCKTON;CA;SAN JOAQUIN;15,9;15,5;12,8
50124;VERDUGO HILLS HOSPITAL;GLENDALE;CA;LOS ANGELES;16,3;9,9;12,8
50125;REGIONAL MEDICAL CENTER OF SAN JOSE;SAN JOSE;CA;SANTA CLARA;13,9;8,1;11,4
50126;VALLEY PRESBYTERIAN HOSPITAL;VAN NUYS;CA;LOS ANGELES;14,7;9,3;11,2
50127;WOODLAND MEMORIAL HOSPITAL;WOODLAND;CA;YOLO;15,6;13,3;14,6
50128;TRI-CITY MEDICAL CENTER;OCEANSIDE;CA;SAN DIEGO;15,3;12,9;14,5
50129;ST BERNARDINE MEDICAL CENTER;SAN BERNARDINO;CA;SAN BERNARDINO;14,9;10,7;10,1
50131;NOVATO COMMUNITY HOSPITAL;NOVATO;CA;MARIN;14,2;10,3;12,6
50132;SAN GABRIEL VALLEY MEDICAL CENTER;SAN GABRIEL;CA;LOS ANGELES;15;11;9,8
50133;RIDEOUT MEMORIAL HOSPITAL;MARYSVILLE;CA;YUBA;15,1;15,8;15,2
50135;HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD;HOLLYWOOD;CA;LOS ANGELES;;10,5;10,5
50136;PETALUMA VALLEY HOSPITAL;PETALUMA;CA;SONOMA;15,2;12;14
50137;KAISER FOUNDATION HOSPITAL - PANORAMA CITY;PANORAMA CITY;CA;LOS ANGELES;;10,7;13,3
50138;KAISER FOUNDATION HOSPITAL - LOS ANGELES;LOS ANGELES;CA;LOS ANGELES;;;
50139;KAISER FOUNDATION HOSPITAL - DOWNEY;DOWNEY;CA;LOS ANGELES;;;
50140;KAISER FOUNDATION HOSPITAL FONTANA;FONTANA;CA;SAN BERNARDINO;;11,8;11,4
50145;COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA;MONTEREY;CA;MONTEREY;15,8;10,6;12,3
50149;CALIFORNIA HOSPITAL MEDICAL CENTER LA;LOS ANGELES;CA;LOS ANGELES;13,7;7,5;12,3
50150;SIERRA NEVADA MEMORIAL HOSPITAL;GRASS VALLEY;CA;NEVADA;15,8;12,4;10,9
50152;SAINT FRANCIS MEMORIAL HOSPITAL;SAN FRANCISCO;CA;SAN FRANCISCO;16,9;11,6;14,7
50153;O'CONNOR HOSPITAL;SAN JOSE;CA;SANTA CLARA;15,2;11,7;13,4
50158;ENCINO HOSPITAL MEDICAL CENTER;ENCINO;CA;LOS ANGELES;13,3;8,6;9,4
50159;VENTURA COUNTY MEDICAL CENTER;VENTURA;CA;VENTURA;;12,9;15,2
50167;SAN JOAQUIN GENERAL HOSPITAL;FRENCH CAMP;CA;SAN JOAQUIN;17,1;13,1;13,1
50168;ST JUDE MEDICAL CENTER;FULLERTON;CA;ORANGE;14,5;10,2;11,3
50169;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;WHITTIER;CA;LOS ANGELES;12,9;10,1;8,7
50174;SANTA ROSA MEMORIAL HOSPITAL;SANTA ROSA;CA;SONOMA;14,7;14;11,7
50179;EMANUEL MEDICAL CENTER INC;TURLOCK;CA;STANISLAUS;16,2;14,1;13,4
50180;JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS;WALNUT CREEK;CA;CONTRA COSTA;14;10,6;9,7
50189;GEORGE L MEE MEMORIAL HOSPITAL;KING CITY;CA;MONTEREY;;11,2;13,6
50191;ST MARY MEDICAL CENTER;LONG BEACH;CA;LOS ANGELES;13,9;10;8,9
50192;ADVENTIST MEDICAL CENTER - REEDLEY;REEDLEY;CA;FRESNO;;9,5;15
50194;WATSONVILLE COMMUNITY HOSPITAL;WATSONVILLE;CA;SANTA CRUZ;17,1;13,4;11,1
50195;WASHINGTON HOSPITAL;FREMONT;CA;ALAMEDA;13,9;9,5;11,7
50196;CENTRAL VALLEY GENERAL HOSPITAL;HANFORD;CA;KINGS;;10,3;14,6
50197;SEQUOIA HOSPITAL;REDWOOD CITY;CA;SAN MATEO;13,1;11,2;9,7
50204;PALMDALE REGIONAL MEDICAL CENTER;PALMDALE;CA;LOS ANGELES;16,3;10,6;11
50205;EAST VALLEY HOSPITAL MEDICAL CENTER;GLENDORA;CA;LOS ANGELES;13,9;11;9,4
50211;ALAMEDA HOSPITAL;ALAMEDA;CA;ALAMEDA;14,3;12,2;9
50222;SHARP CHULA VISTA MEDICAL CENTER;CHULA VISTA;CA;SAN DIEGO;12,6;8,6;11,3
50224;HOAG MEMORIAL HOSPITAL PRESBYTERIAN;NEWPORT BEACH;CA;ORANGE;15,3;11,1;12,2
50225;FEATHER RIVER HOSPITAL;PARADISE;CA;BUTTE;15,4;11,5;12
50226;AHMC ANAHEIM REGIONAL MEDICAL CENTER;ANAHEIM;CA;ORANGE;16,4;9,9;9,5
50228;SAN FRANCISCO GENERAL HOSPITAL;SAN FRANCISCO;CA;SAN FRANCISCO;17,4;11,9;10,7
50230;GARDEN GROVE HOSPITAL & MEDICAL CENTER;GARDEN GROVE;CA;ORANGE;13,4;9,3;9,5
50231;POMONA VALLEY HOSPITAL MEDICAL CENTER;POMONA;CA;LOS ANGELES;14,2;11,2;10,5
50232;FRENCH HOSPITAL MEDICAL CENTER;SAN LUIS OBISPO;CA;SAN LUIS OBISPO;13,2;12,9;14
50234;SHARP CORONADO HOSPITAL AND HLTHCR CTR;CORONADO;CA;SAN DIEGO;;10,3;12,5
50235;PROVIDENCE SAINT JOSEPH MEDICAL CTR;BURBANK;CA;LOS ANGELES;14,8;10,3;10,3
50236;SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES;SIMI VALLEY;CA;VENTURA;15,4;10,9;9,8
50238;METHODIST HOSPITAL OF SOUTHERN CA;ARCADIA;CA;LOS ANGELES;14,4;9,7;10,7
50239;GLENDALE ADVENTIST MEDICAL CENTER;GLENDALE;CA;LOS ANGELES;10,5;8,4;9,7
50242;DOMINICAN HOSPITAL;SANTA CRUZ;CA;SANTA CRUZ;15,4;13,7;13,6
50243;DESERT REGIONAL MEDICAL CENTER;PALM SPRINGS;CA;RIVERSIDE;15,3;13,9;11,6
50245;ARROWHEAD REGIONAL MEDICAL CENTER;COLTON;CA;SAN BERNARDINO;17,9;11,9;12,6
50248;NATIVIDAD MEDICAL CENTER;SALINAS;CA;MONTEREY;16,2;11,3;13,5
50254;MARSHALL MEDICAL CENTER (1-RH);PLACERVILLE;CA;EL DORADO;18,6;11,4;10,1
50257;GOOD SAMARITAN HOSPITAL;BAKERSFIELD;CA;KERN;;11,1;9,9
50261;SIERRA VIEW DISTRICT HOSPITAL;PORTERVILLE;CA;TULARE;16,8;15,5;17,6
50262;RONALD REAGAN UCLA MEDICAL CENTER;LOS ANGELES;CA;LOS ANGELES;13;8,9;9,9
50272;REDLANDS COMMUNITY HOSPITAL;REDLANDS;CA;SAN BERNARDINO;16,7;11,6;14,7
50276;CONTRA COSTA REGIONAL MEDICAL CENTER;MARTINEZ;CA;CONTRA COSTA;;10,9;12,5
50277;PACIFIC HOSPITAL OF LONG BEACH;LONG BEACH;CA;LOS ANGELES;;11,6;11,5
50278;PROVIDENCE HOLY CROSS MEDICAL CENTER;MISSION HILLS;CA;LOS ANGELES;14,1;9,7;9,6
50279;HI-DESERT MEDICAL CENTER;JOSHUA TREE;CA;SAN BERNARDINO;17;13,2;14,1
05027F;VA LONG BEACH HEALTHCARE SYSTEM;LONG BEACH                    ;CA;LOS ANGELES;14,9;9,5;12,7
50280;MERCY MEDICAL CENTER REDDING;REDDING;CA;SHASTA;16,6;14,5;12,2
50281;ALHAMBRA HOSPITAL MEDICAL CENTER;ALHAMBRA;CA;LOS ANGELES;14,2;9,2;9,1
50283;VALLEYCARE MEDICAL CENTER;PLEASANTON;CA;ALAMEDA;14,9;10,6;11,2
50289;SETON MEDICAL CENTER;DALY CITY;CA;SAN MATEO;18,6;11,5;13
50290;SAINT JOHN'S HEALTH CENTER;SANTA MONICA;CA;LOS ANGELES;11,9;11,4;9,3
50291;SUTTER MEDICAL CENTER OF SANTA ROSA;SANTA ROSA;CA;SONOMA;14,4;13,5;10,9
50292;RIVERSIDE COUNTY REGIONAL MEDICAL CENTER;MORENO VALLEY;CA;RIVERSIDE;16;11,4;12,8
50295;MERCY HOSPITAL;BAKERSFIELD;CA;KERN;16,9;14;12,5
50296;HAZEL HAWKINS MEMORIAL HOSPITAL;HOLLISTER;CA;SAN BENITO;13,9;11,7;13,9
50298;BARSTOW COMMUNITY HOSPITAL;BARSTOW;CA;SAN BERNARDINO;17,9;11,8;11
50300;ST MARY MEDICAL CENTER;APPLE VALLEY;CA;SAN BERNARDINO;12,7;11;11,2
50301;UKIAH VALLEY MEDICAL CENTER/HOSPITAL D;UKIAH;CA;MENDOCINO;15,6;14,5;12,3
50305;ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP;BERKELEY;CA;ALAMEDA;14,8;11,9;10,5
50308;EL CAMINO HOSPITAL;MOUNTAIN VIEW;CA;SANTA CLARA;15,3;10,9;10,9
50309;SUTTER ROSEVILLE MEDICAL CENTER;ROSEVILLE;CA;PLACER;16;11,6;10,7
05030F;VA N CALIFORNIA HEALTHCARE SYSTEM;MATHER                        ;CA;SACRAMENTO;13,7;13,5;10,7
50313;SUTTER TRACY COMMUNITY HOSPITAL;TRACY;CA;SAN JOAQUIN;18,8;12,1;11,8
50315;KERN MEDICAL CENTER;BAKERSFIELD;CA;KERN;;;
05031F;PALO ALTO VA MEDICAL CENTER;PALO ALTO                     ;CA;SANTA CLARA;15,1;9,2;12,7
50320;ALAMEDA COUNTY MEDICAL CENTER;OAKLAND;CA;ALAMEDA;;10,1;13,8
50324;SCRIPPS MEMORIAL HOSPITAL LA JOLLA;LA JOLLA;CA;SAN DIEGO;15,2;10,8;9,5
50327;LOMA LINDA UNIVERSITY MEDICAL CENTER;LOMA LINDA;CA;SAN BERNARDINO;14,5;11,3;13,4
50329;CORONA REGIONAL MEDICAL CENTER;CORONA;CA;RIVERSIDE;15,6;13,5;14,1
50334;SALINAS VALLEY MEMORIAL HOSPITAL;SALINAS;CA;MONTEREY;16,5;11,8;12,5
50335;SONORA REGIONAL MEDICAL CENTER;SONORA;CA;TUOLUMNE;16,5;14,9;11,4
50336;LODI MEMORIAL HOSPITAL;LODI;CA;SAN JOAQUIN;16,3;11,9;11,2
50342;PIONEERS MEMORIAL HEALTHCARE DISTRICT;BRAWLEY;CA;IMPERIAL;15,1;10,8;12,3
50348;UNIVERSITY OF CALIFORNIA IRVINE MED CENTER;ORANGE;CA;ORANGE;14,9;11,8;10,5
50349;CORCORAN DISTRICT HOSPITAL;CORCORAN;CA;KINGS;;;
50350;BEVERLY HOSPITAL;MONTEBELLO;CA;LOS ANGELES;14,1;9,4;10,9
50351;TORRANCE MEMORIAL MEDICAL CENTER;TORRANCE;CA;LOS ANGELES;14,9;11;10,8
50352;BARTON MEMORIAL HOSPITAL;SOUTH LAKE TAHOE;CA;EL DORADO;;10,8;10,8
50353;PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE;TORRANCE;CA;LOS ANGELES;15,3;9,8;9,2
50357;GOLETA VALLEY COTTAGE HOSPITAL;SANTA BARBARA;CA;SANTA BARBARA;;11;11,8
50359;TULARE REGIONAL MEDICAL CENTER;TULARE;CA;TULARE;15,8;14,5;17,2
50360;MARIN GENERAL HOSPITAL;GREENBRAE;CA;MARIN;13,5;12,9;10,7
50367;NORTHBAY MEDICAL CENTER;FAIRFIELD;CA;SOLANO;16,8;10,8;13,6
50373;LAC+USC MEDICAL CENTER;LOS ANGELES;CA;ORANGE;17,1;11,1;13,1
50376;LAC/HARBOR-UCLA MED CENTER;TORRANCE;CA;LOS ANGELES;14,8;12;15,7
50378;PACIFICA HOSPITAL OF THE VALLEY;SUN VALLEY;CA;LOS ANGELES;;10,8;13,6
50380;GOOD SAMARITAN HOSPITAL;SAN JOSE;CA;SANTA CLARA;12,7;12,1;15,2
50382;CITRUS VALLEY MEDICAL CENTER-IC CAMPUS;COVINA;CA;LOS ANGELES;12,5;8,9;11,1
50385;PALM DRIVE HOSPITAL;SEBASTOPOL;CA;SONOMA;;10,8;10,9
50390;HEMET VALLEY MEDICAL CENTER;HEMET;CA;RIVERSIDE;15,4;9,4;16,6
50393;DOWNEY REGIONAL MEDICAL CENTER;DOWNEY;CA;LOS ANGELES;14,3;9,7;10,4
50394;COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA;VENTURA;CA;VENTURA;14,1;10,6;15,9
50396;SANTA BARBARA COTTAGE HOSPITAL;SANTA BARBARA;CA;SANTA BARBARA;17,1;10,5;12
50397;COALINGA REGIONAL MEDICAL CENTER;COALINGA;CA;FRESNO;;10,3;11,7
50407;CHINESE HOSPITAL;SAN FRANCISCO;CA;SAN FRANCISCO;13,8;8,3;10,3
50411;KAISER FOUNDATION HOSPITAL - SOUTH BAY;HARBOR CITY;CA;LOS ANGELES;;10,8;
50414;MERCY HOSPITAL OF FOLSOM;FOLSOM;CA;SACRAMENTO;17,8;11,6;11,6
50417;SUTTER COAST HOSPITAL;CRESCENT CITY;CA;DEL NORTE;16;13,4;9,9
50423;PALO VERDE HOSPITAL;BLYTHE;CA;RIVERSIDE;;11,8;16,9
50424;SCRIPPS GREEN HOSPITAL;LA JOLLA;CA;SAN DIEGO;13,6;8,8;10,1
50425;KAISER FOUNDATION HOSPITAL - SACRAMENTO;SACRAMENTO;CA;SACRAMENTO;;10,9;
50426;WEST ANAHEIM MEDICAL CENTER;ANAHEIM;CA;ORANGE;14,2;9,6;7,9
50434;COLUSA REGIONAL MEDICAL CENTER;COLUSA;CA;COLUSA;;10,4;12,7
50435;FALLBROOK HOSPITAL;FALLBROOK;CA;SAN DIEGO;15,5;12,9;10,6
50438;HUNTINGTON MEMORIAL HOSPITAL;PASADENA;CA;LOS ANGELES;13;9,6;7,3
50441;STANFORD HOSPITAL;STANFORD;CA;SANTA CLARA;13,4;11,1;11,8
50444;MERCY MEDICAL CENTER;MERCED;CA;MERCED;17,2;12,9;14
50448;RIDGECREST REGIONAL HOSPITAL;RIDGECREST;CA;KERN;;14,9;15,2
50454;UCSF MEDICAL CENTER;SAN FRANCISCO;CA;SAN FRANCISCO;16;10,7;10
50455;SAN JOAQUIN COMMUNITY HOSPITAL;BAKERSFIELD;CA;KERN;16,1;11,6;12,3
50457;ST MARY'S MEDICAL CENTER;SAN FRANCISCO;CA;SAN FRANCISCO;14,4;10,6;13,1
50464;DOCTORS MEDICAL CENTER;MODESTO;CA;STANISLAUS;14,8;11,3;13,6
50468;MEMORIAL HOSPITAL OF GARDENA;GARDENA;CA;LOS ANGELES;14,6;11,4;10,3
50471;GOOD SAMARITAN HOSPITAL;LOS ANGELES;CA;LOS ANGELES;14,9;8,5;11,4
50481;WEST HILLS HOSPITAL & MEDICAL CENTER;WEST HILLS;CA;LOS ANGELES;16,1;10,4;11,4
50485;LONG BEACH MEMORIAL MEDICAL CENTER;LONG BEACH;CA;LOS ANGELES;13,8;8,8;12,6
50488;EDEN MEDICAL CENTER;CASTRO VALLEY;CA;ALAMEDA;14,1;11;8,9
50492;CLOVIS COMMUNITY MEDICAL CENTER;CLOVIS;CA;FRESNO;15,1;15,9;11,5
50496;JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS;CONCORD;CA;CONTRA COSTA;15,8;9,3;10,6
50498;SUTTER AUBURN FAITH HOSPITAL;AUBURN;CA;PLACER;15,8;14,3;12,4
50502;SAINT VINCENT MEDICAL CENTER;LOS ANGELES;CA;LOS ANGELES;13,8;8,4;7,2
50503;SCRIPPS MEMORIAL HOSPITAL - ENCINITAS;ENCINITAS;CA;SAN DIEGO;12,9;11,3;12
50506;SIERRA VISTA REGIONAL MEDICAL CENTER;SAN LUIS OBISPO;CA;SAN LUIS OBISPO;18,8;13,3;14,1
50510;KAISER FOUNDATION HOSPITAL;SAN RAFAEL;CA;MARIN;;;
50512;KAISER FOUNDATION HOSPITAL FREMONT/HAYWARD;HAYWARD;CA;ALAMEDA;;;
50515;KAISER FOUNDATION HOSPITAL - SAN DIEGO;SAN DIEGO;CA;SAN DIEGO;;;
50516;MERCY SAN JUAN MEDICAL CENTER;CARMICHAEL;CA;SACRAMENTO;15,8;11,8;13,1
50517;VICTOR VALLEY COMMUNITY HOSPITAL;VICTORVILLE;CA;SAN BERNARDINO;;13,2;13,4
50523;SUTTER DELTA MEDICAL CENTER;ANTIOCH;CA;CONTRA COSTA;16;12,2;12,7
50526;HUNTINGTON BEACH HOSPITAL;HUNTINGTON BEACH;CA;ORANGE;16,1;8,3;9
50528;MEMORIAL HOSPITAL LOS BANOS;LOS BANOS;CA;MERCED;;11,2;12,6
50531;BELLFLOWER MEDICAL CENTER;BELLFLOWER;CA;LOS ANGELES;;11,5;9,9
50534;JOHN F KENNEDY MEMORIAL HOSPITAL, INC;INDIO;CA;RIVERSIDE;17,4;10,2;9,9
50537;SUTTER DAVIS HOSPITAL;DAVIS;CA;YOLO;;12;11,1
50541;KAISER FOUNDATION HOSPITAL - REDWOOD CITY;REDWOOD CITY;CA;SAN MATEO;;;
50543;COLLEGE HOSPITAL COSTA MESA;COSTA MESA;CA;ORANGE;;;
50547;SONOMA DEVELOPMENTAL CENTER;ELDRIDGE;CA;SONOMA;;;
50549;LOS ROBLES HOSPITAL & MEDICAL CENTER;THOUSAND OAKS;CA;VENTURA;13,5;10,5;10,1
50551;LOS ALAMITOS MEDICAL CENTER;LOS ALAMITOS;CA;ORANGE;15,2;14,1;12,9
50552;MOTION PICTURE & TELEVISION HOSPITAL;WOODLAND HILLS;CA;LOS ANGELES;;11;12,7
50557;MEMORIAL  MEDICAL CENTER;MODESTO;CA;STANISLAUS;14,7;12,5;14,2
50561;KAISER FOUNDATION HOSPITAL - WEST LA;LOS ANGELES;CA;LOS ANGELES;;;
50567;MISSION HOSPITAL REGIONAL MED CENTER;MISSION VIEJO;CA;ORANGE;13,7;10,2;9,5
50568;MADERA COMMUNITY HOSPITAL;MADERA;CA;MADERA;17,3;12;16,3
50570;FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER;FOUNTAIN VALLEY;CA;ORANGE;14,9;8;9,1
50573;EISENHOWER MEDICAL CENTER;RANCHO MIRAGE;CA;RIVERSIDE;15,4;11,1;10,7
50575;TRI-CITY REGIONAL MEDICAL CENTER;HAWAIIAN GARDENS;CA;LOS ANGELES;;8,3;7,1
50580;LA PALMA INTERCOMMUNITY HOSPITAL;LA PALMA;CA;ORANGE;15,2;9,9;10,3
50581;LAKEWOOD REGIONAL MEDICAL CENTER;LAKEWOOD;CA;LOS ANGELES;14,6;10,1;13,8
50586;CHINO VALLEY MEDICAL CENTER;CHINO;CA;SAN BERNARDINO;15,1;9,2;10
50588;SAN DIMAS COMMUNITY HOSPITAL;SAN DIMAS;CA;LOS ANGELES;16,2;11,7;12,6
50589;PLACENTIA LINDA HOSPITAL;PLACENTIA;CA;ORANGE;18,6;11,6;10,8
50590;METHODIST HOSPITAL OF SACRAMENTO;SACRAMENTO;CA;SACRAMENTO;19,2;11;13
50597;FOOTHILL PRESBYTERIAN HOSPITAL;GLENDORA;CA;LOS ANGELES;16;12,2;11,5
50599;UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER;SACRAMENTO;CA;SACRAMENTO;14,1;9,5;10,4
50603;SADDLEBACK MEMORIAL MEDICAL CENTER;LAGUNA HILLS;CA;ORANGE;13,9;12,3;11,4
50604;KAISER FOUNDATION HOSPITAL-SAN JOSE;SAN JOSE;CA;SANTA CLARA;16,7;12,6;11,5
50608;DELANO REGIONAL MEDICAL CENTER;DELANO;CA;KERN;;10,8;19
50609;KAISER FOUNDATION HOSPITAL ANAHEIM;ANAHEIM;CA;ORANGE;;10,1;
50616;ST JOHNS PLEASANT VALLEY HOSPITAL;CAMARILLO;CA;VENTURA;15,2;12,6;13,2
